,LocID,LocNomLocMJSP,LocGeog,LocAtv,EmpID,LocLat,LocLong,LocMunGeoId,MunGeoNom,UFGeoSgl,nearest_node,nearest_edge_1,nearest_edge_2,edge_key,street_type_crossing,street_type_mini_roundabout,street_type_motorway_junction,street_type_traffic_signals,street_type_turning_circle,street_type_unknown
611,13524,SP - CAMPINAS - ROD  FRANCISCO VON ZUBEN - TREVO VALINHOS - ENTRADA - FX1,0xE6100000010C6B0E10CCD1F336C013B9E00CFE8247C0,1,9,-22.95242,-47.023378,413,VALINHOS,SP,1102331648,1102331648,582557,0,0.0,0.0,1.0,0.0,0.0,0.0
612,13525,SP - CAMPINAS - RUA VALENTIM DOS SANTOS CARVALHO N 198 - ENTRADA,0xE6100000010CFD6B79E57AE336C07E1EA33CF37847C0,1,9,-22.888594,-46.944923,4198,CAMPINAS,SP,26035126,26035175,26035126,0,0.0,0.0,0.0,0.0,0.0,1.0
613,13526,SP - CAMPINAS - RUA AMELIA BENEDITA LEMOS DO VALE - CARREFOUR - ENTRADA,0xE6100000010C32923D42CDDC36C00C9EF820BA8347C0,1,9,-22.862507,-47.0291177,4198,CAMPINAS,SP,1102331648,1102331648,582557,0,0.0,0.0,1.0,0.0,0.0,0.0
614,13527,SP - CAMPINAS - RUA AMELIA BENEDITA LEMOS DO VALE - CARREFOUR - SAIDA,0xE6100000010C32923D42CDDC36C00C9EF820BA8347C0,1,9,-22.862507,-47.0291177,4198,CAMPINAS,SP,1102331648,1102331648,582557,0,0.0,0.0,1.0,0.0,0.0,0.0
615,13528,SP - CAMPINAS - AV  LIX DA CUNHA - AC TUNEL JOA PENTEADO - ENTRADA - FX1,0xE6100000010CCB2C42B115E836C07279628CFE8847C0,1,9,-22.906581,-47.0702682,4198,CAMPINAS,SP,1102331648,1102331648,582557,0,0.0,0.0,1.0,0.0,0.0,0.0
616,13529,"SP - CARAGUATATUBA - AV  DR ARTHUR COSTA FILHO, 2077 - SENT BAIRRO",0xE6100000010C39B4C876BE9F37C017B7D100DEB246C0,1,9,-23.624,-45.3974,5027,CARAGUATATUBA,SP,1837866569,8953880178,1837900266,0,0.0,0.0,0.0,0.0,0.0,1.0
617,13530,"SP - CARAGUATATUBA - AV  GERALDO NOGUEIRA DA SILVA, 2114 - SENT BAIRRO - FX2",0xE6100000010C8FECDF2F45A737C067080949CDB646C0,1,9,-23.65339946,-45.42813981,5027,CARAGUATATUBA,SP,1837866569,1837866801,1837866569,0,0.0,0.0,0.0,0.0,0.0,1.0
618,13531,"SP - CARAGUATATUBA - AV  VEREADOR ARISTIDES ANISIO DOS SANTOS, 594 - SENT CENTRO",0xE6100000010C8CB96B09F9A037C0A01A2FDD24B646C0,1,9,-23.6288,-45.423,5027,CARAGUATATUBA,SP,1837866569,8953880178,1837900266,0,0.0,0.0,0.0,0.0,0.0,1.0
619,13532,"SP - CARAGUATATUBA - AV  GERALDO NOGUEIRA DA SILVA, 644 - SENT CENTRO",0xE6100000010C7C61325530AA37C057EC2FBB27B746C0,1,9,-23.6648,-45.4309,5027,CARAGUATATUBA,SP,1837866569,1837866801,1837866569,0,0.0,0.0,0.0,0.0,0.0,1.0
620,13533,SP - CARAGUATATUBA - AV  FREI PACIFICO WAGNER X R SEBASTIAO MARIANO NEPOMUCENO,0xE6100000010C58CA32C4B19E37C0DBF97E6ABCB446C0,1,9,-23.6199,-45.412,5027,CARAGUATATUBA,SP,1837866569,8953880178,1837900266,0,0.0,0.0,0.0,0.0,0.0,1.0
